cg287647051_BC21
0.8058794
0.8727708
0.8363221
0.8278147
0.8783762
0.8705669
0.8629207
0.8613030
0.8860383
0.8212855
0.8492597
0.8778152
0.7842441
0.8608441
0.8386035
0.8719101
0.8900103
0.8698830
0.7926343
0.8373256
0.9129141
0.9023632
0.8355827
0.9019033
0.8469358
0.8873210
0.9156225
0.8479612
0.8624644
0.8749929
0.8618548
0.8024548
0.8908290
0.9190066
0.9036395
0.8799632
0.8893486
0.8298508
0.7809147
0.8708396
0.8678194
0.8791929
0.9107360
0.7710210
0.8762239
0.9033877
0.8755388
0.8541340
0.9480785
0.8873851
0.8791972
0.8448652
0.9209818
0.8945305
0.7739345
0.8504062
0.8640026
0.8800584
0.8731540
0.9057181
0.9289690
0.8988598
0.8178875
0.9213989
0.7785520
0.7890052
0.8215079
0.8597284
0.8932575
0.8780088
0.8599922
0.8592017
0.7686608
0.8152092
0.8611508
0.8386835
0.7984893
0.8475239
0.8239469
0.7984290
0.8702008
0.7895738
0.8888395
0.8957491
0.8673951
0.8603969
0.8558172
0.8235846
0.7893106
0.8108387
0.8403651
0.9005774
0.8225367
0.8439026
0.8906335
0.8895853
0.8250736
0.8729160
0.8770288
0.9311027
0.8851147
0.8524548
0.9213967
0.8768602
0.8986544
0.8793057
0.9011309
0.8842214
0.7550369
0.8754655
0.8644232
0.8854596
0.8592350
0.8152537
0.8396153
0.9039175
0.8929715
0.8825526
0.8782373
0.8664006
0.8706396
0.9022727
0.8679730
0.9194660
0.8213910
0.8939270
0.9297006
0.8812056
0.8887968
0.8801289
0.8454258
0.8752374
0.8637586
0.9185309
0.8908023
0.8978207
0.8558255
0.8628664
0.9085174
0.8981804
0.8500934
0.8670735
0.9189333
0.9052353
0.8816165
0.8866610
0.8502780
0.8942893
0.8753812
0.8548041
0.9025333
0.9139343
0.8663530
0.8368592
0.8854891
0.9188369
0.9094839
0.8504040
0.8868361
0.8573845
0.8907845
0.9154103
0.8927105
0.8762501
0.8350311
0.8720939
0.8459595
0.8405205
0.8927215
0.8416394
0.8702024
0.8995325
0.8794258
0.9255814
0.8526668
0.9149883
0.9046468
0.9046677
0.8894014
0.8554693
0.9054055
0.8486753
0.9050213
0.9189927
0.9057889
0.8967432
0.7749705
0.8900944
0.9219289
0.9189178
0.9098471
0.9167601
0.8864404
0.8622286
0.8338036
0.8803719
0.9100454
0.8937534
0.9189905
0.9223486
0.9110876
0.9088864
0.8919955
0.8936288
0.8826276
0.9032290
0.9181103
0.8854269
0.8815848
0.9240552
0.8793281
0.8541762
0.8731949
0.8608516
0.8650844
0.8344103
0.8221677
0.8564563
0.8411436
0.8470337
0.8949335
0.8542432
0.8765299
0.8892528
0.8064452
0.8021706
0.8587329
0.9303489
0.9018901
0.8938256
0.8618712
0.9048090
0.8967819
0.9163289
0.8284309
0.9234723
0.9073803
0.7689708
0.9025118
0.8615854
0.8628862
0.8348404
0.7441521
0.8115686
0.9006041
0.9208851
0.9039524
0.8374648
0.8275588
0.8338474
0.8904803
0.9084161
0.8227911
0.8926187
0.9074315
0.8492414
0.9192817
0.8707652
0.9256260
0.8826984
0.8775196
0.8635973
0.9174912
0.8890945
0.8722279
0.8748520
0.9048393
0.9059845
0.8572504
0.9134530
0.8950383
0.8867177
0.8578436
0.8108015
0.8829376
0.8625871
0.9198775
0.8728185
0.9007301
0.8578413
0.9281625
0.9392169
0.9013876
0.8415299
0.8551238
0.8265812
0.8694833
0.8008298
0.8581363
0.8944946
0.8758256
0.8938569
0.9018295
0.8980348
0.8631911
0.8919638
0.8622240
0.8587285
0.9343713
0.8927242
0.9164026
0.9281387
0.8691887
0.8647742
0.9136947
0.8956872
0.9073607
0.8836581
0.8442492
0.9184582
0.8606565
0.8893658
0.9265385
0.8734060
0.9318956
0.9065988
0.8987819
0.8950976
0.9111628
0.9204674
0.8813345
0.8674741
0.9044309
0.8317727
0.9093580
0.8500013
0.9082773
0.9125476
0.9083318
0.8547771
0.8923641
0.9190198
0.7966262
0.8604676
0.8086183
0.8279518
0.9223047
0.8790310
0.9129353
0.9171605
0.8606970
0.9024928
0.9188500
0.8705977
0.9179666
0.8781572
0.8951307
0.9002991
0.9386751
0.9403523
0.9318672
0.9072012
0.8715772
0.9168687
0.9219437
0.9031218
0.8943255
0.9265684
0.8210002
0.9002727
0.8141390
0.9025973
0.8506189
0.8761754
0.9241499
0.9183941
0.9269841
0.9222906
0.8778259
0.8488464
0.9125198
0.8418884
0.9138859
0.8818578
0.8060282
0.8769667
0.8826534
0.8937182
0.9156337
0.8821483
0.8339858
0.8445000
0.9146160
0.9016703
0.8475724
0.8891468
0.8981506
0.8466342
0.8687824
0.8415787
0.8959357
0.8675078
0.8667561
0.8065004
0.8858806
0.8771948
0.8727278
0.8730672
0.8679996
0.8945401
0.8701997
0.8725720
0.8655349
0.8254706
0.8521337
0.8358428
0.8890254
0.8783016
0.8734394
0.7839150
0.8241999
0.8410655
0.8543371
0.8367383
0.8259147
0.8661813
0.8556095
0.8910282
0.8480497
0.8913327
0.8787347
0.8531351
0.8524814
0.8496595
0.9050947
0.8669239
0.8770525
0.8861728
0.8509429
0.8762478
0.9082406
0.8514523
0.8484487
0.8550294
0.8501245
0.8172029
0.9338067
0.8438826
0.8908396
0.8975059
0.8743415
0.8430424
0.8774887
0.8794237
0.8774340
0.8942846
0.8716985
0.9386129
0.8893741
0.8449259
0.8255070
0.8427813
0.7848053
0.8929809
0.8770462
0.8582371
0.8965782
0.9073702
0.8816294
0.8827042
0.9136503
0.8672566
0.8554427
0.8392862
0.8677431
0.8793186
0.8926738
0.8652156
0.9042919
0.8659324
14
603189
DGAT1
603035
612781
