cg287647433_TC11
0.9757236
0.9706519
0.9751201
0.9731785
0.9730677
0.9741897
0.9785818
0.9762047
0.9767338
0.9759105
0.9712572
0.9765300
0.9793342
0.9751357
0.9803676
0.9789085
0.9798735
0.9721706
0.9796519
0.9766941
0.9805250
0.9775490
0.9801199
0.9751810
0.9684746
0.9725940
0.9711780
0.9734795
0.9718377
0.9738116
0.9731510
0.9688856
0.9710590
0.9741449
0.9739588
0.9716435
0.9742738
0.9713043
0.9751697
0.9759181
0.9741788
0.9749634
0.9757927
0.9776873
0.9766466
0.9758996
0.9789469
0.9780927
0.9845389
0.9836570
0.9830792
0.9861996
0.9842191
0.9857492
0.9795411
0.9785166
0.9743564
0.9810239
0.9825961
0.9831804
0.9843867
0.9834731
0.9757608
0.9764485
0.9708333
0.9691692
0.9714196
0.9698348
0.9727870
0.9729302
0.9773867
0.9732733
0.9710220
0.9729215
0.9658707
0.9737449
0.9684042
0.9746936
0.9729375
0.9727068
0.9742421
0.9762727
0.9712528
0.9730039
0.9721722
0.9733057
0.9713102
0.9746876
0.9729971
0.9765737
0.9763715
0.9720370
0.9735648
0.9747736
0.9764787
0.9674225
0.9697287
0.9686521
0.9713377
0.9680181
0.9673100
0.9735109
0.9727146
0.9724104
0.9745788
0.9721014
0.9724648
0.9712766
0.9709146
0.9735592
0.9749889
0.9758981
0.9759403
0.9785162
0.9781514
0.9834947
0.9825129
0.9731432
0.9725764
0.9780517
0.9743845
0.9748521
0.9717761
0.9778388
0.9743565
0.9754680
0.9726267
0.9743789
0.9753262
0.9743874
0.9758436
0.9766454
0.9762818
0.9742768
0.9795412
0.9760433
0.9784172
0.9777695
0.9775878
0.9771004
0.9748865
0.9699857
0.9679247
0.9692303
0.9687110
0.9727431
0.9724460
0.9742551
0.9707609
0.9739274
0.9685986
0.9719134
0.9681386
0.9714885
0.9727482
0.9733094
0.9744172
0.9751847
0.9772511
0.9764337
0.9678138
0.9769955
0.9792027
0.9794592
0.9733624
0.9744050
0.9725162
0.9730753
0.9749958
0.9726374
0.9763122
0.9722723
0.9752290
0.9727118
0.9749111
0.9743067
0.9761851
0.9747762
0.9791268
0.9761175
0.9795987
0.9755736
0.9785913
0.9771577
0.9812231
0.9755359
0.9863348
0.9783845
0.9682836
0.9689715
0.9696673
0.9683833
0.9717594
0.9698748
0.9720290
0.9696095
0.9702332
0.9729946
0.9650260
0.9683757
0.9667485
0.9689439
0.9753520
0.9747946
0.9692879
0.9717389
0.9715024
0.9701499
0.9741965
0.9746546
0.9758735
0.9775049
0.9687294
0.9741468
0.9741672
0.9747448
0.9759005
0.9737434
0.9718613
0.9734435
0.9785479
0.9731166
0.9786404
0.9729959
0.9764514
0.9742960
0.9827139
0.9710002
0.9772260
0.9757311
0.9798331
0.9762160
0.9812793
0.9739985
0.9730187
0.9757488
0.9654990
0.9632433
0.9644236
0.9660326
0.9696503
0.9655486
0.9665628
0.9663986
0.9653438
0.9658406
0.9689002
0.9704409
0.9685133
0.9727669
0.9750850
0.9684695
0.9771108
0.9721610
0.9724473
0.9723688
0.9760623
0.9739915
0.9750478
0.9740650
0.9692090
0.9723289
0.9712198
0.9724295
0.9672573
0.9681463
0.9661092
0.9676611
0.9659300
0.9640466
0.9696057
0.9687568
0.9704206
0.9693298
0.9706646
0.9707763
0.9702211
0.9711054
0.9737048
0.9720024
0.9725505
0.9724955
0.9714947
0.9708793
0.9696025
0.9731327
0.9724705
0.9691111
0.9738136
0.9702921
0.9737946
0.9740402
0.9691496
0.9699826
0.9721727
0.9746516
0.9737606
0.9729595
0.9728252
0.9749952
0.9753093
0.9752949
0.9754809
0.9752415
0.9764953
0.9733694
0.9694970
0.9712107
0.9706081
0.9709914
0.9719237
0.9632920
0.9696144
0.9695975
0.9729359
0.9638653
0.9691440
0.9666093
0.9719305
0.9673815
0.9727522
0.9715654
0.9674771
0.9723338
0.9693417
0.9746644
0.9686769
0.9717016
0.9746678
0.9757104
0.9672263
0.9684780
0.9674890
0.9683474
0.9711843
0.9662808
0.9696469
0.9693498
0.9668256
0.9701556
0.9704709
0.9696133
0.9705303
0.9706409
0.9737213
0.9728055
0.9748038
0.9695688
0.9720458
0.9737768
0.9760578
0.9730408
0.9762892
0.9729985
0.9681674
0.9679992
0.9703850
0.9704112
0.9720800
0.9725613
0.9705805
0.9705268
0.9741724
0.9702248
0.9696804
0.9675154
0.9691672
0.9710311
0.9711371
0.9741040
0.9749286
0.9735014
0.9738660
0.9748314
0.9742850
0.9758769
0.9736676
0.9734910
0.9876784
0.9820676
0.9832868
0.9857625
0.9763595
0.9866861
0.9749761
0.9786069
0.9731110
0.9736333
0.9760567
0.9740889
0.9733596
0.9701330
0.9747407
0.9694712
0.9772404
0.9727236
0.9752424
0.9757958
0.9761177
0.9731633
0.9767323
0.9774724
0.9675974
0.9634097
0.9664486
0.9702795
0.9686058
0.9634517
0.9691701
0.9684961
0.9682876
0.9668436
0.9678727
0.9682372
0.9708541
0.9671209
0.9702662
0.9712871
0.9711443
0.9688177
0.9750576
0.9674319
0.9743972
0.9749034
0.9759239
0.9702012
0.9728039
0.9724861
0.9744469
0.9742601
0.9719294
0.9728871
0.9740828
0.9724053
0.9748005
0.9748562
0.9686162
0.9724954
0.9609678
0.9771822
0.9733029
0.9773681
0.9772383
0.9787519
0.9770792
0.9772666
0.9770018
0.9801623
0.9672841
0.9754687
0.9733823
0.9748527
0.9725706
0.9736770
0.9724470
0.9744084
0.9735497
0.9754475
0.9729071
0.9655782
0.9738807
0.9720595
0.9743172
0.9740707
0.9717901
0.9764859
0.9753995
0.9759532
0.9762358
0.9754736
14
612308
DGAT1
603035
612781
