cg287646953_BC21
0.8738507
0.8941451
0.8860124
0.8842778
0.8963642
0.8994490
0.9017320
0.8965452
0.9021988
0.8935648
0.8774398
0.8662670
0.8944183
0.8921817
0.9087476
0.8984312
0.9075867
0.9082314
0.9052443
0.8656592
0.9022553
0.9087888
0.9159128
0.9042808
0.9088703
0.8894420
0.8664245
0.8948765
0.8915789
0.9116901
0.8852811
0.9108837
0.8862264
0.9054755
0.8907021
0.9182103
0.8926374
0.7784650
0.8952862
0.8953362
0.9081928
0.9130567
0.9225307
0.9088863
0.9030350
0.8731115
0.8994194
0.9055185
0.9409632
0.9189176
0.9251521
0.9394232
0.9052617
0.9106471
0.8966613
0.9077187
0.8919918
0.9009560
0.9156543
0.9025029
0.9242133
0.9024586
0.9000734
0.9030443
0.8961444
0.8451757
0.8874817
0.8891355
0.8910009
0.8945470
0.9158798
0.8930790
0.9080280
0.9061586
0.8197174
0.8778481
0.8872735
0.8853611
0.8623600
0.8718189
0.8871683
0.8661605
0.9133580
0.8938934
0.9103112
0.8583333
0.8382164
0.8866209
0.8856181
0.8897757
0.8660120
0.8970767
0.8964270
0.9056823
0.8153207
0.8960004
0.8969995
0.8883478
0.9058751
0.8918946
0.9246708
0.8959631
0.8725635
0.9134904
0.8905476
0.8965303
0.8759406
0.8917528
0.8925869
0.9003767
0.9050990
0.8929687
0.8874570
0.9045161
0.9103990
0.9147890
0.9064869
0.9224134
0.8899919
0.9149211
0.8851188
0.8836728
0.9047551
0.8912346
0.9066158
0.9102512
0.8807209
0.9013853
0.8722434
0.8821985
0.8836856
0.8885816
0.8895468
0.9032642
0.8903624
0.9116458
0.8869343
0.8970297
0.8518984
0.8805565
0.9129895
0.8754632
0.8119887
0.8768724
0.9012026
0.8722614
0.8865519
0.9244762
0.8918759
0.8907059
0.9144583
0.8813646
0.8680796
0.8812442
0.8994490
0.8919648
0.8756743
0.8984562
0.9034698
0.9062950
0.8683489
0.8834936
0.8905511
0.9118993
0.8952579
0.8952070
0.9211943
0.8707160
0.8592402
0.8816930
0.8591537
0.7918932
0.8687024
0.9047309
0.8542409
0.8761972
0.8972468
0.8939728
0.8867135
0.8861809
0.8795499
0.9000648
0.8813578
0.8924911
0.9119155
0.8486072
0.9063605
0.9103940
0.8915432
0.8698651
0.8992231
0.8647058
0.8790373
0.8801531
0.8959225
0.8438732
0.8419667
0.8847612
0.9055384
0.8882117
0.8956517
0.8810240
0.9084745
0.9075291
0.8553033
0.9009028
0.8769514
0.9151603
0.9045759
0.8265418
0.9090724
0.8811916
0.8990021
0.8757114
0.8953935
0.8908389
0.8971698
0.8670402
0.8854966
0.8870714
0.8727706
0.8952051
0.8580496
0.8935350
0.8918737
0.9055862
0.8831058
0.8981289
0.9103764
0.8795380
0.8962465
0.9212581
0.9112857
0.8951820
0.9198886
0.9463454
0.9056856
0.8929204
0.8745561
0.8844374
0.8843236
0.8676961
0.8860414
0.9051676
0.8901454
0.8684140
0.8657075
0.9084921
0.8895473
0.8767279
0.8880993
0.8539349
0.9207214
0.8870353
