RegistroGenealogico Media cg287646953_BC21 cg287647051_BC21 cg287647433_TC11 Avg
ESPH1705386696 1 0.8903883 0.8554427 0.9743172 0.620977063562192
ESPH1705386582 1 0.8850310 0.8392862 0.9740707 0.611995376140273
ESPH1705386583 1 0.8848163 0.8858806 0.9772404 0.628390427357771
ESPH1705386585 1 0.8487607 0.8771948 0.9727236 0.616538457535075
ESPH1705386586 1 0.8699396 0.8480497 0.9711443 0.618762943327358
ESPH1705386587 1 0.8903221 0.8913327 0.9688177 0.61845661234574
ESPH1705386589 1 0.8655119 0.8430424 0.9773681 0.625898096975
ESPH1705386593 1 0.9007636 0.8677431 0.9717901 0.615839308128483
ESPH1705386594 1 0.8612524 0.8793186 0.9764859 0.62001945977149
ESPH1705386596 1 0.8681378 0.8727278 0.9752424 0.62979853150895
ESPH1705386597 1 0.8740996 0.8730672 0.9757958 0.620983220733012
ESPH1705386602 1 0.8679424 0.8787347 0.9750576 0.62808754923955
ESPH1705386595 1 0.8776291 0.8794237 0.9787519 0.620750278789496
ESPH1705386598 1 0.8803901 0.8774340 0.9770792 0.625371852488558
ESPH1705386590 1 0.8998858 0.8926738 0.9753995 0.631234395698419
ESPH1705386697 1 0.9012452 0.8652156 0.9759532 0.622918870094936
ESPH1705386591 1 0.8805827 0.8679996 0.9761177 0.628872601228564
ESPH1705386600 1 0.8978112 0.8945401 0.9731633 0.623217433962996
ESPH1705386599 1 0.8641990 0.8524814 0.9743972 0.620200084579126
ESPH1705386605 1 0.8772970 0.8942846 0.9772666 0.624259518087674
ESPH1705386608 1 0.8919783 0.8716985 0.9770018 0.626253393394132
ESPH1705386609 1 0.8796133 0.9042919 0.9762358 0.624527742517122
ESPH1705386616 1 0.8873905 0.8659324 0.9754736 0.620446397359271
ESPH1705386617 1 0.9044338 0.8701997 0.9767323 0.631608787150777
ESPH1705386622 1 0.8790363 0.8725720 0.9774724 0.614482830619855
